Code,Taxa,Family,Country,Continent,D12,R,S,Db
0498,Autranella congolensis,Sapotaceae,Congo,Africa,0.95,0.55,27,0.78
0021G,Avicennia germinans,Acanthaceae,French Guiana,South-America,0.87,0.46,33,0.7
0028G,Avicennia germinans,Acanthaceae,French Guiana,South-America,0.78,0.43,NA,0.65
0029G,Avicennia germinans,Acanthaceae,French Guiana,South-America,0.67,0.37,NA,0.55
0225,Bagassa guianensis,Moraceae,French Guiana,South-America,0.79,0.51,18,0.68
1585,Bagassa guianensis,Moraceae,French Guiana,South-America,0.81,0.51,18,0.7
1589,Bagassa guianensis,Moraceae,French Guiana,South-America,0.88,0.46,21,0.75
1591,Bagassa guianensis,Moraceae,French Guiana,South-America,0.74,0.53,20,0.63
0081G,Bagassa guianensis,Moraceae,French Guiana,South-America,0.7,0.38,23,0.6
1237G,Bagassa guianensis,Moraceae,French Guiana,South-America,0.85,0.5,21,0.72
0039,Baillonella toxisperma,Sapotaceae,Gabon,Africa,0.8,0.54,19,0.69
0506,Baillonella toxisperma,Sapotaceae,Gabon,Africa,0.94,0.55,25,0.78
2076,Baillonella toxisperma,Sapotaceae,Gabon,Africa,0.87,0.56,25,0.72
3272C,Balfourodendron riedelianum,Rutaceae,Brazil,South-America,0.86,0.51,24,0.72
2829,Balfourodendron riedelianum,Rutaceae,Paraguay,South-America,0.82,0.51,25,0.68
2896C,Balfourodendron riedelianum,Rutaceae,Paraguay,South-America,0.77,0.5,24,0.65
0960,Beilschmiedia corbisieri,Lauraceae,Gabon,Africa,0.73,0.37,29,0.61
0278,Beilschmiedia diversiflora,Lauraceae,Cameroon,Africa,0.62,0.37,25,0.53
0355,Beilschmiedia letouzeyi,Lauraceae,Cameroon,Africa,0.65,0.52,25,0.54
0495,Beilschmiedia nitida,Lauraceae,Congo,Africa,0.65,0.32,33,0.54
1319,Beilschmiedia sp,Lauraceae,Gabon,Africa,0.74,0.29,41,0.61
1333,Beilschmiedia sp,Lauraceae,Gabon,Africa,0.75,0.48,25,0.63
1339,Beilschmiedia sp,Lauraceae,Gabon,Africa,0.75,0.51,23,0.63
1343,Beilschmiedia sp,Lauraceae,Gabon,Africa,0.72,0.53,25,0.6
2272,Beilschmiedia sp,Lauraceae,Gabon,Africa,0.7,0.45,29,0.58
0336,Beilschmiedia velutina,Lauraceae,Madagascar,Africa,0.68,0.45,28,0.56
0353,Berlinia bracteosa,Leguminosae,Cameroon,Africa,0.69,0.52,28,0.56
0084,Berlinia bracteosa,Leguminosae,Gabon,Africa,0.73,0.53,23,0.61
1022,Berlinia bracteosa,Leguminosae,Gabon,Africa,0.61,0.34,30,0.51
1049,Berlinia confusa,Leguminosae,Cameroon,Africa,0.72,0.54,26,0.59
0267,Berlinia confusa,Leguminosae,Cote d'Ivoire,Africa,0.75,0.48,27,0.62
0347,Berlinia confusa,Leguminosae,Cote d'Ivoire,Africa,0.7,0.53,24,0.59
0430,Berlinia confusa,Leguminosae,Cote d'Ivoire,Africa,0.82,0.53,25,0.68
0864,Berlinia confusa,Leguminosae,Cote d'Ivoire,Africa,0.71,0.36,34,0.58
0253,Berlinia grandiflora,Leguminosae,Cote d'Ivoire,Africa,0.74,0.46,27,0.62
2592,Berlinia sp,Leguminosae,Gabon,Africa,0.61,0.44,27,0.51
0838,Berlinia viridicans,Leguminosae,Congo,Africa,0.67,0.29,39,0.55
2605,Bertholletia excelsa,Lecythidaceae,Brazil,South-America,0.78,0.5,27,0.64
2659,Bertholletia excelsa,Lecythidaceae,Brazil,South-America,0.81,0.49,26,0.67
2661,Bertholletia excelsa,Lecythidaceae,Brazil,South-America,0.71,0.47,24,0.6
2171,Bikinia grisea,Leguminosae,Gabon,Africa,0.75,0.53,24,0.63
2178,Bikinia grisea,Leguminosae,Gabon,Africa,0.66,0.46,24,0.56
2180,Bikinia grisea,Leguminosae,Gabon,Africa,0.64,0.44,25,0.54
2185,Bikinia grisea,Leguminosae,Gabon,Africa,0.62,0.42,24,0.53
2187,Bikinia grisea,Leguminosae,Gabon,Africa,0.74,0.5,25,0.62
2188,Bikinia grisea,Leguminosae,Gabon,Africa,0.67,0.45,26,0.56
2189,Bikinia grisea,Leguminosae,Gabon,Africa,0.6,0.41,26,0.5
2194,Bikinia grisea,Leguminosae,Gabon,Africa,0.7,0.49,26,0.58
2195,Bikinia grisea,Leguminosae,Gabon,Africa,0.63,0.48,23,0.53
0686,Bikinia le-testui,Leguminosae,Cameroon,Africa,0.6,0.4,30,0.5
0739,Bikinia le-testui,Leguminosae,Cameroon,Africa,0.6,0.27,38,0.5
1431,Bikinia le-testui,Leguminosae,Congo,Africa,0.68,0.65,18,0.58
1439,Bikinia le-testui,Leguminosae,Congo,Africa,0.75,0.5,24,0.63
1442,Bikinia le-testui,Leguminosae,Congo,Africa,0.75,0.71,18,0.64
0878,Bikinia le-testui,Leguminosae,Gabon,Africa,0.62,0.27,NA,0.51
1017,Bikinia le-testui,Leguminosae,Gabon,Africa,0.61,0.51,24,0.51
1289,Bikinia le-testui,Leguminosae,Gabon,Africa,0.55,0.33,32,0.46
0741,Bikinia pellegrinii,Leguminosae,Cameroon,Africa,0.61,0.33,32,0.51
0742,Bikinia pellegrinii,Leguminosae,Cameroon,Africa,0.62,0.32,33,0.52
1004,Bikinia pellegrinii,Leguminosae,Gabon,Africa,0.56,0.29,40,0.46
1008,Bikinia pellegrinii,Leguminosae,Gabon,Africa,0.56,0.33,33,0.47
0142V,Bixa arborea,Bixaceae,Brazil,South-America,0.33,0.33,28,0.28
0149V,Bixa arborea,Bixaceae,Brazil,South-America,0.39,0.33,27,0.33
0163V,Bixa arborea,Bixaceae,Brazil,South-America,0.41,0.38,23,0.35
0180V,Bixa arborea,Bixaceae,Brazil,South-America,0.43,0.33,25,0.37
0459,Blighia sapida,Sapindaceae,Cote d'Ivoire,Africa,0.66,0.45,28,0.55
0422,Blighia welwitschii,Sapindaceae,Cote d'Ivoire,Africa,0.91,0.53,34,0.72
0475,Bobgunnia fistuloides,Leguminosae,Congo,Africa,1.03,0.61,20,0.87
0480,Bobgunnia fistuloides,Leguminosae,Congo,Africa,1.01,0.54,17,0.88
0228,Bocoa prouacensis,Leguminosae,French Guiana,South-America,1.24,0.6,26,1.01
2561,Bocoa prouacensis,Leguminosae,French Guiana,South-America,1.21,0.74,22,1
2583,Bocoa prouacensis,Leguminosae,French Guiana,South-America,1.23,0.75,24,1
0138G,Bocoa prouacensis,Leguminosae,French Guiana,South-America,1.2,0.66,26,0.97
0139G,Bocoa prouacensis,Leguminosae,French Guiana,South-America,1.31,0.73,23,1.08
0145G,Bocoa prouacensis,Leguminosae,French Guiana,South-America,1.24,0.7,24,1.01
0359G,Bocoa prouacensis,Leguminosae,French Guiana,South-America,1.23,0.71,26,0.99
0360G,Bocoa prouacensis,Leguminosae,French Guiana,South-America,1.18,0.68,22,0.98
0361G,Bocoa prouacensis,Leguminosae,French Guiana,South-America,1.19,0.69,25,0.97
0438G,Bocoa prouacensis,Leguminosae,French Guiana,South-America,1.22,0.74,23,1
1236G,Bocoa prouacensis,Leguminosae,French Guiana,South-America,1.15,0.66,26,0.93
2062,Bombax costatum,Malvaceae,Mali,Africa,0.41,0.35,25,0.35
2069,Bombax costatum,Malvaceae,Mali,Africa,0.4,0.34,27,0.34
2085,Bombax costatum,Malvaceae,Mali,Africa,0.39,0.31,25,0.33
1656,Bombax costatum,Malvaceae,Senegal,Africa,0.38,0.31,26,0.32
1663,Bombax costatum,Malvaceae,Senegal,Africa,0.4,0.3,28,0.34
1676,Bombax costatum,Malvaceae,Senegal,Africa,0.5,0.32,28,0.42
0473,Bombax sp,Malvaceae,Congo,Africa,0.29,0.4,24,0.25
0286,Borassus aethiopum,Arecaceae,Cote d'Ivoire,Africa,0.88,0.52,25,0.73
2120,Borassus aethiopum,Arecaceae,Niger,Africa,1.04,0.5,20,0.89
0316,Brachylaena ramiflora,Compositae,Comoros,Indian ocean,0.95,0.51,25,0.79
0308,Brachylaena ramiflora,Compositae,Madagascar,Africa,0.91,0.59,24,0.75
0317,Brachylaena ramiflora,Compositae,Madagascar,Africa,0.95,0.56,26,0.78
0727,Brachylaena ramiflora,Compositae,Madagascar,Africa,0.94,0.47,31,0.76
1488,Brachylaena ramiflora,Compositae,Madagascar,Africa,0.89,0.52,25,0.74
1492,Brachylaena ramiflora,Compositae,Madagascar,Africa,0.9,0.5,24,0.76
1504,Brachylaena ramiflora,Compositae,Madagascar,Africa,0.93,0.58,22,0.78
0667,Brachystegia cynometroides,Leguminosae,Cameroon,Africa,0.62,0.36,31,0.52
0683,Brachystegia cynometroides,Leguminosae,Cameroon,Africa,0.72,0.42,27,0.6
0685,Brachystegia cynometroides,Leguminosae,Cameroon,Africa,0.64,0.38,29,0.53
0687,Brachystegia cynometroides,Leguminosae,Cameroon,Africa,0.65,0.41,29,0.54
0688,Brachystegia cynometroides,Leguminosae,Cameroon,Africa,0.62,0.35,28,0.52
0696,Brachystegia cynometroides,Leguminosae,Cameroon,Africa,0.53,0.36,28,0.45
1810,Brachystegia cynometroides,Leguminosae,Cameroon,Africa,0.62,0.41,29,0.51
0683A,Brachystegia cynometroides,Leguminosae,Cameroon,Africa,0.73,0.41,27,0.61
0668,Brachystegia laurentii,Leguminosae,Cameroon,Africa,0.67,0.39,30,0.56
0735,Brachystegia laurentii,Leguminosae,Cameroon,Africa,0.53,0.33,30,0.45
0735A,Brachystegia laurentii,Leguminosae,Cameroon,Africa,0.54,0.27,31,0.46
0605,Brachystegia laurentii,Leguminosae,Gabon,Africa,0.59,0.21,39,0.5
1239,Brachystegia laurentii,Leguminosae,Gabon,Africa,0.57,0.32,32,0.48
1250,Brachystegia laurentii,Leguminosae,Gabon,Africa,0.55,0.34,30,0.46
1263,Brachystegia laurentii,Leguminosae,Gabon,Africa,0.54,0.3,29,0.46
1264,Brachystegia laurentii,Leguminosae,Gabon,Africa,0.57,0.32,22,0.49
1274,Brachystegia laurentii,Leguminosae,Gabon,Africa,0.51,0.36,30,0.43
1716,Brachystegia laurentii,Leguminosae,Gabon,Africa,0.59,0.4,25,0.5
1720,Brachystegia laurentii,Leguminosae,Gabon,Africa,0.55,0.42,25,0.46
1728,Brachystegia laurentii,Leguminosae,Gabon,Africa,0.6,0.41,23,0.51
1062,Brachystegia leonensis,Leguminosae,Liberia,Africa,0.49,0.26,41,0.4
1063,Brachystegia leonensis,Leguminosae,Liberia,Africa,0.56,0.4,28,0.47
0669,Brachystegia mildbraedii,Leguminosae,Cameroon,Africa,0.58,0.47,25,0.49
0671,Brachystegia mildbraedii,Leguminosae,Cameroon,Africa,0.57,0.4,29,0.47
0732,Brachystegia mildbraedii,Leguminosae,Cameroon,Africa,0.57,0.33,33,0.47
0734,Brachystegia mildbraedii,Leguminosae,Cameroon,Africa,0.62,0.39,30,0.51
0736,Brachystegia mildbraedii,Leguminosae,Cameroon,Africa,0.56,0.32,33,0.47
2022,Brachystegia mildbraedii,Leguminosae,Cameroon,Africa,0.63,0.45,26,0.53
2083,Brachystegia mildbraedii,Leguminosae,Cameroon,Africa,0.47,0.38,24,0.4
2091,Brachystegia mildbraedii,Leguminosae,Cameroon,Africa,0.59,0.4,27,0.5
0736A,Brachystegia mildbraedii,Leguminosae,Cameroon,Africa,0.51,0.31,31,0.43
2022A,Brachystegia mildbraedii,Leguminosae,Cameroon,Africa,0.57,0.39,27,0.48
2083A,Brachystegia mildbraedii,Leguminosae,Cameroon,Africa,0.48,0.36,25,0.41
2091A,Brachystegia mildbraedii,Leguminosae,Cameroon,Africa,0.58,0.33,27,0.49
0733,Brachystegia sp,Leguminosae,Cameroon,Africa,0.56,0.34,28,0.47
0737,Brachystegia sp,Leguminosae,Cameroon,Africa,0.53,0.28,37,0.44
1561,Breonia decaryana,Rubiaceae,Madagascar,Africa,1.09,0.57,31,0.87
1693,Breonia decaryana,Rubiaceae,Madagascar,Africa,0.83,0.54,29,0.67
0292,Breonia macrocarpa,Rubiaceae,Madagascar,Africa,0.81,0.43,27,0.68
1100,Breonia perrieri,Rubiaceae,Madagascar,Africa,0.86,0.48,24,0.72
0644,Breonia sp,Rubiaceae,Madagascar,Africa,0.84,0.32,NA,0.7
1569,Breonia sp,Rubiaceae,Madagascar,Africa,0.81,0.43,37,0.65
1683,Breonia sp,Rubiaceae,Madagascar,Africa,0.79,0.54,28,0.64
0416,Breviea sericea,Sapotaceae,Cote d'Ivoire,Africa,0.62,0.44,31,0.51
0439,Bridelia grandis,Phyllanthaceae,Cote d'Ivoire,Africa,0.59,0.38,28,0.49
0445,Bridelia micrantha,Phyllanthaceae,Cote d'Ivoire,Africa,0.5,0.34,29,0.42
1348,Bridelia tulasneana,Phyllanthaceae,Madagascar,Africa,0.55,0.35,39,0.44
0140V,Brosimum parinarioides,Moraceae,Brazil,South-America,0.7,0.51,29,0.57
0216V,Brosimum parinarioides,Moraceae,Brazil,South-America,0.59,0.45,26,0.49
3026,Brosimum potabile,Moraceae,Brazil,South-America,0.67,0.52,26,0.55
0089V,Brosimum potabile,Moraceae,Brazil,South-America,0.7,0.49,28,0.58
3033,Brosimum rubescens,Moraceae,Brazil,South-America,1.16,0.49,18,1.01
0027V,Brosimum rubescens,Moraceae,Brazil,South-America,1.29,0.58,18,1.11
0114V,Brosimum rubescens,Moraceae,Brazil,South-America,1.18,0.59,17,1.02
0151V,Brosimum rubescens,Moraceae,Brazil,South-America,1.02,0.6,17,0.88
0229V,Brosimum rubescens,Moraceae,Brazil,South-America,1.03,0.51,20,0.88
0317G,Brosimum rubescens,Moraceae,French Guiana,South-America,1.04,0.53,20,0.89
0383G,Brosimum rubescens,Moraceae,French Guiana,South-America,0.97,0.47,27,0.81
1770,Brosimum utile,Moraceae,French Guiana,South-America,0.49,0.33,39,0.4
1236,Broussonetia greveana,Moraceae,Madagascar,Africa,0.5,0.36,23,0.43
1240,Broussonetia greveana,Moraceae,Madagascar,Africa,0.48,0.37,22,0.41
1247,Broussonetia greveana,Moraceae,Madagascar,Africa,0.47,0.33,26,0.4
3175,Buchenavia oxycarpa,Combretaceae,Brazil,South-America,0.98,0.44,23,0.83
0021V,Buchenavia oxycarpa,Combretaceae,Brazil,South-America,0.96,0.54,25,0.8
0212V,Buchenavia oxycarpa,Combretaceae,Brazil,South-America,0.92,0.41,25,0.78
0178,Byrsonima spicata,Malpighiaceae,Guadeloupe,Carribean,0.62,0.45,30,0.51
3035,Byrsonima spicata,Malpighiaceae,Guadeloupe,Carribean,0.71,0.49,26,0.59
2826,Cabralea cangerana,Meliaceae,Paraguay,South-America,0.54,0.35,30,0.45
3040P,Callitris columellaris,Cupressaceae,Burundi,Africa,0.58,0.35,30,0.49
3047P,Callitris columellaris,Cupressaceae,Burundi,Africa,0.57,0.35,29,0.48
3060P,Callitris columellaris,Cupressaceae,Burundi,Africa,0.57,0.34,31,0.48
3054P,Callitris endlicheri,Cupressaceae,Burundi,Africa,0.67,0.29,35,0.56
3061P,Callitris endlicheri,Cupressaceae,Burundi,Africa,0.63,0.33,33,0.52
3044P,Callitris preissii,Cupressaceae,Burundi,Africa,0.57,0.34,30,0.48
3048P,Callitris preissii,Cupressaceae,Burundi,Africa,0.61,0.36,28,0.51
3057P,Callitris preissii,Cupressaceae,Burundi,Africa,0.6,0.33,31,0.5
3178,Callitris sp,Cupressaceae,Australia,Australia,0.74,NA,NA,0.61
3178A,Callitris sp,Cupressaceae,Australia,Australia,0.64,NA,NA,0.53
3178B,Callitris sp,Cupressaceae,Australia,Australia,0.82,NA,NA,0.68
0193V,Calophyllum angulare,Clusiaceae,Brazil,South-America,0.6,0.44,28,0.5
0224V,Calophyllum brasiliense,Clusiaceae,Brazil,South-America,0.67,0.51,29,0.55
2538,Calophyllum brasiliense,Clusiaceae,Nicaragua,Central-America,0.63,0.46,29,0.52
0191,Calophyllum calaba,Clusiaceae,Guadeloupe,Carribean,0.64,0.32,41,0.52
0206,Calophyllum caledonicum,Clusiaceae,New Caledonia,Pacific ocean,0.82,0.5,28,0.67
0580,Calophyllum caledonicum,Clusiaceae,New Caledonia,Pacific ocean,0.7,0.43,23,0.6
0591,Calophyllum caledonicum,Clusiaceae,New Caledonia,Pacific ocean,0.72,0.38,37,0.58
1783,Calophyllum caledonicum,Clusiaceae,New Caledonia,Pacific ocean,0.79,0.34,NA,0.65
2831,Calophyllum caledonicum,Clusiaceae,New Caledonia,Pacific ocean,0.77,0.47,31,0.63
2834,Calophyllum caledonicum,Clusiaceae,New Caledonia,Pacific ocean,0.8,0.48,29,0.66
2835,Calophyllum caledonicum,Clusiaceae,New Caledonia,Pacific ocean,0.87,0.49,29,0.71
1170,Calophyllum caledonicum,Clusiaceae,New Caledonia,Pacific ocean,0.84,0.43,35,0.68
0717,Calophyllum drouhardii,Clusiaceae,Madagascar,Africa,0.71,0.38,37,0.57
3193C,Calophyllum ferrugineum,Clusiaceae,Malaysia,Asia,0.96,0.59,28,0.78
2682,Calophyllum inophyllum,Clusiaceae,French Polynesia,Pacific ocean,0.64,0.41,27,0.54
2684,Calophyllum inophyllum,Clusiaceae,French Polynesia,Pacific ocean,0.63,0.42,27,0.53
0335,Calophyllum milvum,Clusiaceae,Madagascar,Africa,0.79,0.53,31,0.63
0360,Calophyllum milvum,Clusiaceae,Madagascar,Africa,0.89,0.63,30,0.7
0534,Calophyllum milvum,Clusiaceae,Madagascar,Africa,0.87,0.5,37,0.68
1538,Calophyllum milvum,Clusiaceae,Madagascar,Africa,0.93,0.45,38,0.73
1544,Calophyllum milvum,Clusiaceae,Madagascar,Africa,0.76,0.44,31,0.62
1551,Calophyllum milvum,Clusiaceae,Madagascar,Africa,0.91,0.54,31,0.73
1819,Calophyllum neoebudicum,Clusiaceae,Vanuatu,Pacific ocean,0.65,0.44,30,0.53
1845,Calophyllum neoebudicum,Clusiaceae,Vanuatu,Pacific ocean,0.59,0.38,31,0.49
1847,Calophyllum neoebudicum,Clusiaceae,Vanuatu,Pacific ocean,0.63,0.41,31,0.52
1848,Calophyllum neoebudicum,Clusiaceae,Vanuatu,Pacific ocean,0.64,0.42,30,0.53
1905,Calophyllum neoebudicum,Clusiaceae,Vanuatu,Pacific ocean,0.59,0.43,31,0.48
1909,Calophyllum neoebudicum,Clusiaceae,Vanuatu,Pacific ocean,0.59,0.41,30,0.49
1927,Calophyllum neoebudicum,Clusiaceae,Vanuatu,Pacific ocean,0.64,0.42,30,0.53
1779,Calophyllum neoebudicum,Clusiaceae,Wallis and Futuna Islands,Pacific ocean,0.7,0.45,30,0.57
2696C,Calophyllum sp,Clusiaceae,Brazil,South-America,0.58,0.45,30,0.48
2712C,Calophyllum sp,Clusiaceae,Brazil,South-America,0.61,0.47,30,0.5
2716C,Calophyllum sp,Clusiaceae,Brazil,South-America,0.58,0.45,31,0.47
2700C,Calophyllum sp,Clusiaceae,Peru,South-America,0.6,0.49,25,0.5
0715,Calpocalyx heitzii,Leguminosae,Gabon,Africa,0.76,0.48,28,0.63
0744,Calpocalyx heitzii,Leguminosae,Gabon,Africa,0.75,0.39,27,0.63
1010,Calpocalyx heitzii,Leguminosae,Gabon,Africa,0.89,0.56,29,0.72
1159,Calpocalyx heitzii,Leguminosae,Gabon,Africa,0.88,0.39,37,0.71
1164,Calpocalyx heitzii,Leguminosae,Gabon,Africa,0.75,0.39,28,0.63
1187,Calpocalyx heitzii,Leguminosae,Gabon,Africa,0.86,0.36,38,0.7
1208,Calpocalyx heitzii,Leguminosae,Gabon,Africa,0.75,0.73,NA,0.62
1251,Calpocalyx heitzii,Leguminosae,Gabon,Africa,0.89,0.5,28,0.73
1266,Calpocalyx heitzii,Leguminosae,Gabon,Africa,0.78,0.53,22,0.66
1270,Calpocalyx heitzii,Leguminosae,Gabon,Africa,0.85,0.38,33,0.7
0074,Calpocalyx sp,Leguminosae,Gabon,Africa,0.89,0.63,19,0.76
0504,Calpocalyx sp,Leguminosae,Gabon,Africa,0.81,0.41,33,0.66
2888,Calycophyllum sp,Rubiaceae,Brazil,South-America,0.83,0.55,22,0.7
0645,Canarium madagascariense,Burseraceae,Madagascar,Africa,0.63,0.35,37,0.51
1180,Canarium madagascariense,Burseraceae,Madagascar,Africa,0.59,0.34,34,0.49
1183,Canarium madagascariense,Burseraceae,Madagascar,Africa,0.64,0.52,29,0.52
1419,Canarium madagascariense,Burseraceae,Madagascar,Africa,0.66,0.48,29,0.54
1444,Canarium madagascariense,Burseraceae,Madagascar,Africa,0.54,0.48,26,0.45
1445,Canarium madagascariense,Burseraceae,Madagascar,Africa,0.63,0.38,34,0.52
1446,Canarium madagascariense,Burseraceae,Madagascar,Africa,0.55,0.34,35,0.45
1447,Canarium madagascariense,Burseraceae,Madagascar,Africa,0.67,0.49,31,0.54
1448,Canarium madagascariense,Burseraceae,Madagascar,Africa,0.63,0.48,28,0.52
1450,Canarium madagascariense,Burseraceae,Madagascar,Africa,0.65,0.47,30,0.53
1451,Canarium madagascariense,Burseraceae,Madagascar,Africa,0.55,0.39,31,0.45
1452,Canarium madagascariense,Burseraceae,Madagascar,Africa,0.65,0.43,32,0.53
1454,Canarium madagascariense,Burseraceae,Madagascar,Africa,0.57,0.5,25,0.48
1759,Canarium oleiferum,Burseraceae,New Caledonia,Pacific ocean,0.52,0.41,28,0.43
1015,Canarium sp,Burseraceae,Gabon,Africa,0.35,NA,NA,0.29
0533,Canarium sp,Burseraceae,Madagascar,Africa,0.63,0.29,NA,0.52
0033,Canarium velutinum,Burseraceae,Cameroon,Africa,0.45,0.34,39,0.36
0970,Canarium velutinum,Burseraceae,Cameroon,Africa,0.37,0.23,NA,0.31
0932,Canarium velutinum,Burseraceae,Central African Republic,Africa,0.65,0.5,30,0.53
0427,Canarium velutinum,Burseraceae,Congo,Africa,0.49,0.29,NA,0.41
0788,Canarium velutinum,Burseraceae,Congo,Africa,0.41,0.33,41,0.33
0341,Canarium velutinum,Burseraceae,Cote d'Ivoire,Africa,0.49,0.39,39,0.39
0381,Canarium velutinum,Burseraceae,Cote d'Ivoire,Africa,0.55,0.44,NA,0.46
1519,Canthium sp,Rubiaceae,Madagascar,Africa,1.01,0.58,30,0.81
1533,Canthium sp,Rubiaceae,Madagascar,Africa,1,0.62,30,0.79
1700,Canthium sp,Rubiaceae,Madagascar,Africa,0.98,0.46,35,0.78
1729,Caraipa densifolia,Calophyllaceae,French Guiana,South-America,0.64,0.48,29,0.52
1741,Caraipa densifolia,Calophyllaceae,French Guiana,South-America,0.78,0.51,31,0.63
1745,Caraipa densifolia,Calophyllaceae,French Guiana,South-America,0.62,0.45,30,0.51
2239,Caraipa densifolia,Calophyllaceae,French Guiana,South-America,0.71,0.56,29,0.57
2242,Caraipa densifolia,Calophyllaceae,French Guiana,South-America,0.79,0.58,32,0.62
2252,Caraipa densifolia,Calophyllaceae,French Guiana,South-America,0.87,0.62,29,0.69
2431,Carapa guianensis,Meliaceae,Brazil,South-America,0.66,0.5,23,0.56
2432,Carapa guianensis,Meliaceae,Brazil,South-America,0.66,0.48,24,0.56
2433,Carapa guianensis,Meliaceae,Brazil,South-America,0.73,0.49,25,0.61
2434,Carapa guianensis,Meliaceae,Brazil,South-America,0.76,0.52,26,0.63
2435,Carapa guianensis,Meliaceae,Brazil,South-America,0.56,0.42,24,0.47
2436,Carapa guianensis,Meliaceae,Brazil,South-America,0.66,0.43,24,0.56
2437,Carapa guianensis,Meliaceae,Brazil,South-America,0.7,0.5,24,0.59
2438,Carapa guianensis,Meliaceae,Brazil,South-America,0.71,0.46,25,0.6
2439,Carapa guianensis,Meliaceae,Brazil,South-America,0.66,0.45,25,0.55
2440,Carapa guianensis,Meliaceae,Brazil,South-America,0.65,0.45,25,0.55
2441,Carapa guianensis,Meliaceae,Brazil,South-America,0.73,0.45,25,0.61
2442,Carapa guianensis,Meliaceae,Brazil,South-America,0.55,0.51,25,0.46
2915,Carapa guianensis,Meliaceae,Brazil,South-America,0.56,0.43,26,0.47
0042V,Carapa guianensis,Meliaceae,Brazil,South-America,0.66,0.53,26,0.55
0099V,Carapa guianensis,Meliaceae,Brazil,South-America,0.67,0.56,21,0.57
0117V,Carapa guianensis,Meliaceae,Brazil,South-America,0.62,0.44,30,0.51
1709,Carapa guianensis,Meliaceae,French Guiana,South-America,0.64,0.43,26,0.54
0076G,Carapa guianensis,Meliaceae,French Guiana,South-America,0.7,0.5,35,0.55
0108G,Carapa guianensis,Meliaceae,French Guiana,South-America,0.68,0.45,29,0.56
0883,Carapa procera,Meliaceae,Cote d'Ivoire,Africa,0.87,0.44,34,0.7
1390,Carapa procera,Meliaceae,French Guiana,South-America,0.75,0.53,30,0.61
1701,Carapa procera,Meliaceae,French Guiana,South-America,0.67,0.63,24,0.55
1705,Carapa procera,Meliaceae,French Guiana,South-America,0.67,0.39,NA,0.55
1214G,Carapa procera,Meliaceae,French Guiana,South-America,0.71,0.42,35,0.57
2227,Carapa sp,Meliaceae,Brazil,South-America,0.64,0.55,23,0.54
2368,Carapa sp,Meliaceae,Brazil,South-America,0.69,0.47,26,0.58
0355G,Carapa sp,Meliaceae,French Guiana,South-America,0.59,0.43,27,0.49
1199,Cariniana pyriformis,Lecythidaceae,Colombia,South-America,0.67,0.37,34,0.55
1200,Cariniana pyriformis,Lecythidaceae,Colombia,South-America,0.73,0.38,33,0.6
1812,Cariniana pyriformis,Lecythidaceae,Colombia,South-America,0.68,0.49,26,0.57
1894,Cariniana pyriformis,Lecythidaceae,Colombia,South-America,0.64,0.43,26,0.54
1902,Cariniana pyriformis,Lecythidaceae,Colombia,South-America,0.73,0.5,29,0.6
1903,Cariniana pyriformis,Lecythidaceae,Colombia,South-America,0.66,0.45,29,0.54
1906,Cariniana pyriformis,Lecythidaceae,Colombia,South-America,0.67,0.4,30,0.56
1907,Cariniana pyriformis,Lecythidaceae,Colombia,South-America,0.7,0.48,27,0.58
1910,Cariniana pyriformis,Lecythidaceae,Colombia,South-America,0.66,0.42,27,0.55
1911,Cariniana pyriformis,Lecythidaceae,Colombia,South-America,0.66,0.42,27,0.55
2184,Carpinus betulus,Betulaceae,France,Europe,0.69,0.5,33,0.55
3271C,Carya sp,Juglandaceae,Canada,North-America,0.81,0.53,31,0.65
3270C,Carya sp,Juglandaceae,United States,North-America,0.85,0.52,33,0.68
2936,Caryocar glabrum,Caryocaraceae,Brazil,South-America,0.82,0.52,26,0.68
3028,Caryocar glabrum,Caryocaraceae,Brazil,South-America,0.87,0.58,27,0.71
0084V,Caryocar glabrum,Caryocaraceae,Brazil,South-America,0.86,0.61,29,0.69
0100V,Caryocar glabrum,Caryocaraceae,Brazil,South-America,0.84,0.49,31,0.68
0079,Caryocar glabrum,Caryocaraceae,French Guiana,South-America,0.85,0.46,27,0.71
1484,Caryocar glabrum,Caryocaraceae,French Guiana,South-America,0.79,0.5,27,0.65
1509,Caryocar glabrum,Caryocaraceae,French Guiana,South-America,0.8,0.51,27,0.66
