Code,Taxa,Family,Country,Continent,D12,R,S,Db
1500,Khaya ivorensis,Meliaceae,Cote d'Ivoire,Africa,0.58,0.41,24,0.49
0037,Khaya ivorensis,Meliaceae,Gabon,Africa,0.5,0.32,30,0.42
0115,Khaya ivorensis,Meliaceae,Gabon,Africa,0.51,0.35,32,0.42
0614,Khaya senegalensis,Meliaceae,Benin,Africa,0.73,0.32,30,0.61
0647,Khaya senegalensis,Meliaceae,Burkina Faso,Africa,0.77,0.28,26,0.66
0679,Khaya senegalensis,Meliaceae,Burkina Faso,Africa,0.81,0.42,26,0.68
0681,Khaya senegalensis,Meliaceae,Burkina Faso,Africa,0.83,0.39,23,0.71
0674,Khaya senegalensis,Meliaceae,Cote d'Ivoire,Africa,0.82,0.31,30,0.69
0278G,Khaya senegalensis,Meliaceae,French Guiana,South-America,0.62,0.33,27,0.53
0288G,Khaya senegalensis,Meliaceae,French Guiana,South-America,0.69,0.43,26,0.58
0002,Khaya senegalensis,Meliaceae,Guinea,Africa,0.71,0.36,28,0.6
0604,Khaya senegalensis,Meliaceae,Senegal,Africa,0.81,NA,NA,0.67
0627,Khaya senegalensis,Meliaceae,Senegal,Africa,0.69,0.37,24,0.59
0698,Khaya senegalensis,Meliaceae,Senegal,Africa,0.79,0.47,24,0.67
0699,Khaya senegalensis,Meliaceae,Senegal,Africa,0.71,0.41,25,0.6
0723,Khaya senegalensis,Meliaceae,Senegal,Africa,0.9,0.38,32,0.74
0309,Khaya sp,Meliaceae,Comoros,Indian ocean,0.56,0.41,27,0.47
0310,Khaya sp,Meliaceae,Comoros,Indian ocean,0.6,0.41,32,0.49
0410,Klainedoxa gabonensis,Irvingiaceae,Cameroon,Africa,1.08,0.61,27,0.88
0449,Klainedoxa gabonensis,Irvingiaceae,Cote d'Ivoire,Africa,0.99,0.74,24,0.81
1196,Klainedoxa gabonensis,Irvingiaceae,Gabon,Africa,1.01,0.65,22,0.84
1282,Klainedoxa gabonensis,Irvingiaceae,Gabon,Africa,1.05,0.52,31,0.84
1311,Klainedoxa gabonensis,Irvingiaceae,Gabon,Africa,1.11,0.63,27,0.9
0071,Klainedoxa gabonensis,Irvingiaceae,Gabon,Africa,1.09,0.75,17,0.94
0746,Labourdonnaisia calophylloides,Sapotaceae,Reunion,Indian ocean,0.92,0.47,26,0.77
0758,Labourdonnaisia calophylloides,Sapotaceae,Reunion,Indian ocean,0.96,0.49,27,0.79
2212,Laetia procera,Salicaceae,French Guiana,South-America,0.9,0.63,32,0.7
2264,Laetia procera,Salicaceae,French Guiana,South-America,0.87,0.67,33,0.67
2266,Laetia procera,Salicaceae,French Guiana,South-America,0.76,0.61,31,0.6
0513,Lagerstroemia angustifolia,Lythraceae,Viet Nam,Asia,0.72,0.43,26,0.6
0022,Lagerstroemia sp,Lythraceae,Viet Nam,Asia,0.66,0.33,29,0.56
3273C,Lagerstroemia sp,Lythraceae,Viet Nam,Asia,0.73,0.47,22,0.62
2303,Lannea sp,Anacardiaceae,Cote d'Ivoire,Africa,0.46,0.34,28,0.39
0147,Lannea welwitschii,Anacardiaceae,Cote d'Ivoire,Africa,0.5,0.39,28,0.42
2262,Lannea welwitschii,Anacardiaceae,Cote d'Ivoire,Africa,0.52,0.41,29,0.43
2294,Lannea welwitschii,Anacardiaceae,Cote d'Ivoire,Africa,0.51,0.38,27,0.43
2296,Lannea welwitschii,Anacardiaceae,Cote d'Ivoire,Africa,0.52,0.35,28,0.44
2299,Lannea welwitschii,Anacardiaceae,Cote d'Ivoire,Africa,0.49,0.36,30,0.41
2313,Lannea welwitschii,Anacardiaceae,Cote d'Ivoire,Africa,0.48,0.4,28,0.4
2750C,Larix sp,Pinaceae,New Zealand,Pacific ocean,0.6,0.46,26,0.5
3265C,Laurelia sp,Atherospermataceae,Chile,South-America,0.56,0.47,32,0.45
2702C,Laurelia sp,Atherospermataceae,Peru,South-America,0.5,0.33,28,0.42
3277C,Laureliopsis philippiana,Atherospermataceae,Chile,South-America,0.53,0.43,32,0.43
3278C,Laureliopsis philippiana,Atherospermataceae,Chile,South-America,0.51,0.44,30,0.42
0901,Lecomtedoxa klaineana,Sapotaceae,Gabon,Africa,1.01,0.58,27,0.82
1205,Lecomtedoxa klaineana,Sapotaceae,Gabon,Africa,1.02,0.72,20,0.86
1218,Lecomtedoxa klaineana,Sapotaceae,Gabon,Africa,0.9,0.59,19,0.77
1232,Lecomtedoxa klaineana,Sapotaceae,Gabon,Africa,1.05,0.6,24,0.87
1233,Lecomtedoxa klaineana,Sapotaceae,Gabon,Africa,0.96,0.71,23,0.79
1234,Lecomtedoxa klaineana,Sapotaceae,Gabon,Africa,0.9,0.61,24,0.74
1341,Lecomtedoxa klaineana,Sapotaceae,Gabon,Africa,0.99,0.79,21,0.82
1349,Lecomtedoxa klaineana,Sapotaceae,Gabon,Africa,1,0.63,27,0.81
0782,Lecythis corrugata,Lecythidaceae,French Guiana,South-America,0.96,0.41,NA,0.79
0103G,Lecythis corrugata,Lecythidaceae,French Guiana,South-America,0.87,0.54,28,0.71
0722,Lecythis idatimon,Lecythidaceae,French Guiana,South-America,1.1,0.41,36,0.89
1849,Lecythis idatimon,Lecythidaceae,French Guiana,South-America,0.93,0.66,25,0.76
1852,Lecythis idatimon,Lecythidaceae,French Guiana,South-America,0.88,0.56,25,0.73
1843,Lecythis persistens,Lecythidaceae,French Guiana,South-America,0.72,0.59,27,0.59
2665,Lecythis pisonis,Lecythidaceae,Brazil,South-America,1.1,0.69,19,0.93
0140G,Lecythis zabucajo,Lecythidaceae,French Guiana,South-America,0.97,0.52,26,0.8
0140Z,Lecythis zabucajo,Lecythidaceae,French Guiana,South-America,0.97,0.54,24,0.81
0163G,Lecythis zabucajo,Lecythidaceae,French Guiana,South-America,1.02,0.55,28,0.83
1193G,Lecythis zabucajo,Lecythidaceae,French Guiana,South-America,1.04,0.56,29,0.84
0325,Leptolaena multiflora,Sarcolaenaceae,Madagascar,Africa,1.11,0.56,30,0.89
3225P,Leptolaena multiflora,Sarcolaenaceae,Madagascar,Africa,1.14,0.6,25,0.94
0902,Letestua durissima,Sapotaceae,Congo,Africa,1.1,0.57,25,0.91
1091,Letestua durissima,Sapotaceae,Congo,Africa,1.09,0.63,19,0.93
1095,Letestua durissima,Sapotaceae,Congo,Africa,1.12,0.65,24,0.92
1371,Letestua durissima,Sapotaceae,Congo,Africa,1.08,0.65,23,0.9
0491,Librevillea klainei,Leguminosae,Congo,Africa,1.04,0.67,24,0.85
1258,Librevillea klainei,Leguminosae,Gabon,Africa,1.07,0.38,NA,0.89
1259,Librevillea klainei,Leguminosae,Gabon,Africa,1.12,0.29,NA,0.93
1260,Librevillea klainei,Leguminosae,Gabon,Africa,1.02,0.35,NA,0.84
1297,Librevillea klainei,Leguminosae,Gabon,Africa,1.1,0.72,23,0.9
1305,Librevillea klainei,Leguminosae,Gabon,Africa,1.11,0.81,20,0.93
1201G,Licania alba,Chrysobalanaceae,French Guiana,South-America,1.06,0.61,34,0.82
1125G,Licania canescens,Chrysobalanaceae,French Guiana,South-America,1.12,0.67,35,0.85
1209G,Licania licaniiflora,Chrysobalanaceae,French Guiana,South-America,0.79,0.45,35,0.63
0238,Licania macrophylla,Chrysobalanaceae,French Guiana,South-America,1.06,0.47,30,0.87
0781,Licania majuscula,Chrysobalanaceae,French Guiana,South-America,1.03,0.61,27,0.84
0239,Licania membranacea,Chrysobalanaceae,French Guiana,South-America,1.03,0.49,30,0.84
0270,Licania membranacea,Chrysobalanaceae,French Guiana,South-America,1.13,0.5,34,0.9
0456G,Licania membranacea,Chrysobalanaceae,French Guiana,South-America,1.05,0.65,32,0.82
1124G,Licania membranacea,Chrysobalanaceae,French Guiana,South-America,1.1,0.7,32,0.84
0069G,Licania micrantha,Chrysobalanaceae,French Guiana,South-America,1.05,0.64,30,0.83
0780,Licania ovalifolia,Chrysobalanaceae,French Guiana,South-America,1.13,0.62,33,0.88
2365,Licania sp,Chrysobalanaceae,French Guiana,South-America,0.98,0.65,27,0.79
0011G,Licania sp,Chrysobalanaceae,French Guiana,South-America,1.09,0.64,34,0.84
0457G,Licania sp,Chrysobalanaceae,French Guiana,South-America,1,0.64,27,0.81
1123G,Licania sp,Chrysobalanaceae,French Guiana,South-America,0.92,0.63,27,0.74
1834,Licania ternatensis,Chrysobalanaceae,Guadeloupe,Carribean,1.1,0.54,37,0.85
1839,Licania ternatensis,Chrysobalanaceae,Guadeloupe,Carribean,1.08,0.69,26,0.87
1846,Licania ternatensis,Chrysobalanaceae,Guadeloupe,Carribean,1.1,0.79,22,0.9
0049V,Licaria canella,Lauraceae,Brazil,South-America,1.17,0.66,21,0.98
0182V,Licaria canella,Lauraceae,Brazil,South-America,1.23,0.69,20,1.04
0190V,Licaria canella,Lauraceae,Brazil,South-America,1.16,0.67,19,0.99
2354,Licaria canella,Lauraceae,French Guiana,South-America,0.62,0.39,22,0.53
0091G,Licaria canella,Lauraceae,French Guiana,South-America,1.04,0.58,23,0.87
0111G,Licaria canella,Lauraceae,French Guiana,South-America,1.02,0.54,23,0.86
0115G,Licaria canella,Lauraceae,French Guiana,South-America,1.05,0.59,23,0.88
0127G,Licaria canella,Lauraceae,French Guiana,South-America,1.11,0.59,23,0.93
1824,Licaria canella,Lauraceae,French Guiana,South-America,1.01,0.59,20,0.86
2353,Licaria canella,Lauraceae,French Guiana,South-America,1.02,0.3,24,0.88
2355,Licaria canella,Lauraceae,French Guiana,South-America,1.08,0.61,19,0.92
2360,Licaria canella,Lauraceae,French Guiana,South-America,1.06,0.6,20,0.9
2511,Licaria canella,Lauraceae,French Guiana,South-America,0.99,0.61,20,0.84
2546,Licaria canella,Lauraceae,French Guiana,South-America,1.09,0.59,20,0.93
2556,Licaria canella,Lauraceae,French Guiana,South-America,1.04,0.59,19,0.89
2557,Licaria chrysophylla,Lauraceae,French Guiana,South-America,0.9,0.59,27,0.73
0133G,Licaria chrysophylla,Lauraceae,French Guiana,South-America,0.89,0.53,30,0.72
2209,Licaria polyphylla,Lauraceae,French Guiana,South-America,0.66,0.49,25,0.55
0030G,Licaria sp,Lauraceae,French Guiana,South-America,1.06,0.57,22,0.89
2771,Lithocarpus celebicus,Fagaceae,Papua New Guinea,Asia,0.81,0.52,30,0.66
2773,Lithocarpus celebicus,Fagaceae,Papua New Guinea,Asia,0.71,0.55,30,0.57
2785,Lithocarpus celebicus,Fagaceae,Papua New Guinea,Asia,0.87,0.51,30,0.71
2805,Lithocarpus celebicus,Fagaceae,Papua New Guinea,Asia,0.77,0.51,30,0.62
3192C,Lithocarpus sp,Fagaceae,Malaysia,Asia,0.73,0.48,32,0.59
3190C,Litsea costalis,Lauraceae,Malaysia,Asia,0.57,0.38,25,0.48
3191C,Litsea costalis,Lauraceae,Malaysia,Asia,0.58,0.38,27,0.49
0255,Litsea vang,Lauraceae,Cambodia,Asia,0.6,0.39,23,0.51
0200,Lonchocarpus heptaphyllus,Leguminosae,Guadeloupe,Carribean,0.77,0.55,23,0.65
0124,Lophira alata,Ochnaceae,Cameroon,Africa,1.05,0.56,25,0.87
0520,Lophira alata,Ochnaceae,Cameroon,Africa,1.09,0.64,23,0.9
0530,Lophira alata,Ochnaceae,Cameroon,Africa,1.06,0.78,26,0.84
0621,Lophira alata,Ochnaceae,Cameroon,Africa,1.07,0.51,29,0.87
0622,Lophira alata,Ochnaceae,Cameroon,Africa,1.1,0.46,37,0.87
0624,Lophira alata,Ochnaceae,Cameroon,Africa,1.07,0.57,29,0.86
0629,Lophira alata,Ochnaceae,Cameroon,Africa,1.04,0.53,30,0.84
0796,Lophira alata,Ochnaceae,Cameroon,Africa,1.11,0.64,27,0.9
0797,Lophira alata,Ochnaceae,Cameroon,Africa,1.05,0.56,30,0.84
0796A,Lophira alata,Ochnaceae,Cameroon,Africa,1.01,0.6,27,0.82
0973,Lophira alata,Ochnaceae,Central African Republic,Africa,1.04,0.53,29,0.84
0150,Lophira alata,Ochnaceae,Cote d'Ivoire,Africa,1.03,0.58,24,0.86
0518,Lophira alata,Ochnaceae,Cote d'Ivoire,Africa,1.09,0.61,27,0.88
2535,Lophira alata,Ochnaceae,Cote d'Ivoire,Africa,1.04,0.6,28,0.84
0045,Lophira alata,Ochnaceae,Gabon,Africa,1.02,0.54,28,0.83
1668,Lophira alata,Ochnaceae,Gabon,Africa,1.14,0.58,29,0.92
0323,Lophopetalum duperreanum,Celastraceae,Viet Nam,Asia,0.55,0.43,30,0.45
0041,Lovoa trichilioides,Meliaceae,Cameroon,Africa,0.63,0.48,23,0.53
0915,Lovoa trichilioides,Meliaceae,Central African Republic,Africa,0.61,0.34,27,0.52
0428,Lovoa trichilioides,Meliaceae,Congo,Africa,0.57,0.41,27,0.48
0042,Lovoa trichilioides,Meliaceae,Cote d'Ivoire,Africa,0.5,0.49,23,0.42
0618,Lovoa trichilioides,Meliaceae,Cote d'Ivoire,Africa,0.46,0.19,36,0.39
0931,Lovoa trichilioides,Meliaceae,Cote d'Ivoire,Africa,0.45,0.28,32,0.38
2349,Lovoa trichilioides,Meliaceae,Cote d'Ivoire,Africa,0.52,0.41,27,0.44
0034,Lovoa trichilioides,Meliaceae,Gabon,Africa,0.53,0.48,23,0.45
0089,Lovoa trichilioides,Meliaceae,Gabon,Africa,0.53,0.37,21,0.46
1532,Ludia sp,Salicaceae,Madagascar,Africa,0.95,0.53,31,0.76
1559,Ludia sp,Salicaceae,Madagascar,Africa,0.96,0.54,32,0.76
0341G,Mabea speciosa,Euphorbiaceae,French Guiana,South-America,0.77,0.41,36,0.62
1725,Macarisia pyramidata,Rhizophoraceae,Madagascar,Africa,0.79,0.47,28,0.65
1593,Maclura tinctoria,Moraceae,Paraguay,South-America,0.88,0.48,18,0.76
0176G,Macrolobium bifolium,Leguminosae,French Guiana,South-America,0.75,0.38,28,0.63
0347G,Macrolobium bifolium,Leguminosae,French Guiana,South-America,0.67,0.34,35,0.55
2955,Maesopsis eminii,Rhamnaceae,Burundi,Africa,0.56,0.33,25,0.48
2956,Maesopsis eminii,Rhamnaceae,Burundi,Africa,0.56,0.37,25,0.48
2982,Maesopsis eminii,Rhamnaceae,Burundi,Africa,0.45,0.35,26,0.38
2765,Magnolia dodecapetala,Magnoliaceae,Guadeloupe,Carribean,0.6,0.42,33,0.49
2786,Magnolia dodecapetala,Magnoliaceae,Guadeloupe,Carribean,0.63,0.46,32,0.51
2765A,Magnolia dodecapetala,Magnoliaceae,Guadeloupe,Carribean,0.56,0.41,32,0.46
2786A,Magnolia dodecapetala,Magnoliaceae,Guadeloupe,Carribean,0.62,0.44,31,0.51
3067,Magnolia dodecapetala,Magnoliaceae,Martinique,Carribean,0.54,0.41,32,0.44
3069,Magnolia dodecapetala,Magnoliaceae,Martinique,Carribean,0.59,0.43,32,0.48
3114,Magnolia dodecapetala,Magnoliaceae,Martinique,Carribean,0.64,0.5,31,0.52
3115,Magnolia dodecapetala,Magnoliaceae,Martinique,Carribean,0.6,0.43,27,0.5
3165,Magnolia dodecapetala,Magnoliaceae,Martinique,Carribean,0.53,0.38,29,0.44
0479,Mammea africana,Calophyllaceae,Congo,Africa,0.73,0.31,39,0.6
0837,Mammea africana,Calophyllaceae,Congo,Africa,0.86,0.3,NA,0.71
0112,Mammea africana,Calophyllaceae,Cote d'Ivoire,Africa,0.69,0.45,28,0.57
0425,Mammea africana,Calophyllaceae,Cote d'Ivoire,Africa,0.76,0.43,33,0.62
0481,Mammea africana,Calophyllaceae,Cote d'Ivoire,Africa,0.74,0.36,41,0.59
1046,Mammea africana,Calophyllaceae,Cote d'Ivoire,Africa,0.8,0.3,NA,0.66
0076,Mammea africana,Calophyllaceae,Gabon,Africa,0.67,0.5,27,0.55
0399,Mammea africana,Calophyllaceae,Gabon,Africa,0.78,NA,NA,0.65
2559,Mammea africana,Calophyllaceae,Gabon,Africa,0.74,0.53,29,0.6
0183,Mammea americana,Calophyllaceae,Guadeloupe,Carribean,0.82,0.44,29,0.68
1694,Mammea bongo,Calophyllaceae,Madagascar,Africa,0.93,0.45,33,0.75
1699,Mammea bongo,Calophyllaceae,Madagascar,Africa,1.02,0.46,34,0.82
1222,Mammea sp,Calophyllaceae,Madagascar,Africa,1.06,0.54,38,0.81
0176,Mangifera indica,Anacardiaceae,Guadeloupe,Carribean,0.63,0.36,23,0.54
3087,Mangifera indica,Anacardiaceae,Mayotte,Indian ocean,0.62,0.39,23,0.53
3088,Mangifera indica,Anacardiaceae,Mayotte,Indian ocean,0.63,0.38,25,0.53
3089,Mangifera indica,Anacardiaceae,Mayotte,Indian ocean,0.66,0.39,24,0.56
3090,Mangifera indica,Anacardiaceae,Mayotte,Indian ocean,0.64,0.37,26,0.54
2845,Mangifera sp,Anacardiaceae,NA,Asia,0.76,0.46,26,0.63
3185C,Mangifera sp,Anacardiaceae,NA,Asia,0.76,0.49,25,0.64
1958,Manilkara bidentata,Sapotaceae,Brazil,South-America,1.07,0.61,24,0.89
1962,Manilkara bidentata,Sapotaceae,Brazil,South-America,1.08,0.64,25,0.88
1966,Manilkara bidentata,Sapotaceae,Brazil,South-America,1.04,0.59,26,0.85
1978,Manilkara bidentata,Sapotaceae,Brazil,South-America,1.05,0.63,25,0.86
1979,Manilkara bidentata,Sapotaceae,Brazil,South-America,1.16,0.66,24,0.95
0204V,Manilkara bidentata,Sapotaceae,Brazil,South-America,1.07,0.66,28,0.85
0083,Manilkara bidentata,Sapotaceae,French Guiana,South-America,1.07,0.45,25,0.9
1874,Manilkara bidentata,Sapotaceae,French Guiana,South-America,1.09,0.67,24,0.89
1878,Manilkara bidentata,Sapotaceae,French Guiana,South-America,1.12,0.65,25,0.92
1881,Manilkara bidentata,Sapotaceae,French Guiana,South-America,1.11,0.65,24,0.91
0044G,Manilkara bidentata,Sapotaceae,French Guiana,South-America,1.05,0.57,30,0.84
0083G,Manilkara bidentata,Sapotaceae,French Guiana,South-America,1.12,0.62,29,0.89
0292G,Manilkara bidentata,Sapotaceae,French Guiana,South-America,1.08,0.59,29,0.87
0447G,Manilkara bidentata,Sapotaceae,French Guiana,South-America,1.08,0.65,29,0.86
0469G,Manilkara bidentata,Sapotaceae,French Guiana,South-America,1.12,0.64,28,0.9
0470G,Manilkara bidentata,Sapotaceae,French Guiana,South-America,1.13,0.66,28,0.9
0471G,Manilkara bidentata,Sapotaceae,French Guiana,South-America,1.08,0.59,27,0.88
1154G,Manilkara bidentata,Sapotaceae,French Guiana,South-America,1.08,0.64,27,0.87
1245G,Manilkara bidentata,Sapotaceae,French Guiana,South-America,1.19,0.61,34,0.92
0167,Manilkara bidentata,Sapotaceae,Guadeloupe,Carribean,1,0.51,25,0.83
0818,Manilkara dissecta,Sapotaceae,New Caledonia,Pacific ocean,1.14,0.62,20,0.97
2607,Manilkara huberi,Sapotaceae,Brazil,South-America,1.07,0.63,24,0.88
2906,Manilkara huberi,Sapotaceae,Brazil,South-America,1.13,0.7,22,0.94
2907,Manilkara huberi,Sapotaceae,Brazil,South-America,1.12,0.56,26,0.92
3049,Manilkara huberi,Sapotaceae,Brazil,South-America,1.16,0.7,23,0.96
0047V,Manilkara huberi,Sapotaceae,Brazil,South-America,1.16,0.62,29,0.93
0060V,Manilkara huberi,Sapotaceae,Brazil,South-America,1.12,0.59,26,0.92
0081V,Manilkara huberi,Sapotaceae,Brazil,South-America,0.93,0.62,29,0.74
0105V,Manilkara huberi,Sapotaceae,Brazil,South-America,1.08,0.56,26,0.89
0126V,Manilkara huberi,Sapotaceae,Brazil,South-America,1.16,0.61,30,0.92
0127V,Manilkara huberi,Sapotaceae,Brazil,South-America,1.12,0.61,30,0.89
0162V,Manilkara huberi,Sapotaceae,Brazil,South-America,1.11,0.69,25,0.9
1822,Manilkara mabokeensis,Sapotaceae,Central African Republic,Africa,0.98,0.63,24,0.81
1826,Manilkara mabokeensis,Sapotaceae,Central African Republic,Africa,0.93,0.6,25,0.77
0871,Manilkara obovata,Sapotaceae,Cote d'Ivoire,Africa,1.02,0.49,30,0.83
1244,Manilkara obovata,Sapotaceae,Cote d'Ivoire,Africa,1.08,0.67,26,0.87
0971,Mansonia altissima,Malvaceae,Central African Republic,Africa,0.64,0.35,31,0.53
0210,Mansonia altissima,Malvaceae,Cote d'Ivoire,Africa,0.67,0.46,23,0.57
0318,Mansonia altissima,Malvaceae,Cote d'Ivoire,Africa,0.67,0.44,29,0.55
0794,Mansonia altissima,Malvaceae,Cote d'Ivoire,Africa,0.7,0.42,25,0.59
0798,Mansonia altissima,Malvaceae,Cote d'Ivoire,Africa,0.7,0.34,30,0.59
0843,Mansonia altissima,Malvaceae,Cote d'Ivoire,Africa,0.72,0.38,25,0.61
0921,Mansonia altissima,Malvaceae,Cote d'Ivoire,Africa,0.67,0.39,26,0.57
0922,Mansonia altissima,Malvaceae,Cote d'Ivoire,Africa,0.59,0.3,32,0.5
0923,Mansonia altissima,Malvaceae,Cote d'Ivoire,Africa,0.63,0.31,33,0.53
0924,Mansonia altissima,Malvaceae,Cote d'Ivoire,Africa,0.61,0.44,23,0.52
0925,Mansonia altissima,Malvaceae,Cote d'Ivoire,Africa,0.64,0.37,27,0.54
0926,Mansonia altissima,Malvaceae,Cote d'Ivoire,Africa,0.65,0.34,31,0.54
0930,Mansonia altissima,Malvaceae,Cote d'Ivoire,Africa,0.65,0.36,28,0.55
0933,Mansonia altissima,Malvaceae,Cote d'Ivoire,Africa,0.65,0.44,25,0.55
0937,Mansonia altissima,Malvaceae,Cote d'Ivoire,Africa,0.66,0.39,26,0.56
0944,Mansonia altissima,Malvaceae,Cote d'Ivoire,Africa,0.65,0.47,23,0.55
0855,Mansonia sp,Malvaceae,Cameroon,Africa,0.65,0.39,29,0.54
0920,Mansonia sp,Malvaceae,Cameroon,Africa,0.64,0.37,29,0.54
3082,Maquira coriacea,Moraceae,Brazil,South-America,0.5,0.38,29,0.42
3083,Maquira coriacea,Moraceae,Brazil,South-America,0.52,0.4,28,0.43
3094,Maquira coriacea,Moraceae,Brazil,South-America,0.49,0.4,29,0.41
3117,Maquira coriacea,Moraceae,Brazil,South-America,0.51,0.42,26,0.43
0154V,Maquira coriacea,Moraceae,Brazil,South-America,0.52,0.49,23,0.44
0167V,Maquira coriacea,Moraceae,Brazil,South-America,0.41,0.35,26,0.35
0177V,Maquira coriacea,Moraceae,Brazil,South-America,0.44,0.45,22,0.38
0187V,Maquira coriacea,Moraceae,Brazil,South-America,0.44,0.4,24,0.37
0251,Maranthes glabra,Chrysobalanaceae,Cote d'Ivoire,Africa,0.98,0.41,36,0.79
0879,Maranthes glabra,Chrysobalanaceae,Cote d'Ivoire,Africa,1.06,0.22,NA,0.88
0421,Maranthes robusta,Chrysobalanaceae,Cote d'Ivoire,Africa,1.01,0.68,27,0.81
0197,Margaritaria nobilis,Phyllanthaceae,Guadeloupe,Carribean,0.86,0.57,26,0.71
0277,Markhamia tomentosa,Bignoniaceae,Cameroon,Africa,0.54,0.39,27,0.45
0220V,Martiodendron sp,Leguminosae,Brazil,South-America,1.04,0.59,22,0.87
1223,Mauloutchia sp,Myristicaceae,Madagascar,Africa,0.7,0.52,35,0.55
3182,Melaleuca dealbata,Myrtaceae,Australia,Australia,0.75,NA,NA,0.62
3182A,Melaleuca dealbata,Myrtaceae,Australia,Australia,0.76,NA,NA,0.63
3182B,Melaleuca dealbata,Myrtaceae,Australia,Australia,0.74,NA,NA,0.61
0567,Melaleuca leucadendra,Myrtaceae,New Caledonia,Pacific ocean,0.79,0.46,34,0.63
1169,Melia azedarach,Meliaceae,New Caledonia,Pacific ocean,0.63,0.33,35,0.52
0814,Metrosideros laurifolia,Myrtaceae,New Caledonia,Pacific ocean,0.95,0.32,NA,0.79
2374,Metrosideros laurifolia,Myrtaceae,New Caledonia,Pacific ocean,0.87,0.49,30,0.71
3007,Mezilaurus ita-uba,Lauraceae,Brazil,South-America,0.83,0.43,23,0.71
3170,Mezilaurus ita-uba,Lauraceae,Brazil,South-America,0.63,0.45,26,0.53
3171,Mezilaurus ita-uba,Lauraceae,Brazil,South-America,0.66,0.4,25,0.56
0050V,Mezilaurus ita-uba,Lauraceae,Brazil,South-America,0.88,0.55,29,0.71
0065V,Mezilaurus ita-uba,Lauraceae,Brazil,South-America,0.93,0.63,26,0.76
0076V,Mezilaurus ita-uba,Lauraceae,Brazil,South-America,0.88,0.51,32,0.71
0085V,Mezilaurus ita-uba,Lauraceae,Brazil,South-America,0.81,0.45,26,0.68
0144V,Mezilaurus ita-uba,Lauraceae,Brazil,South-America,0.8,0.53,25,0.67
3018,Mezilaurus sp,Lauraceae,Brazil,South-America,1.31,0.78,18,1.11
0088V,Mezilaurus sp,Lauraceae,Brazil,South-America,1.32,0.71,21,1.1
0519,Microberlinia bisulcata,Leguminosae,Cameroon,Africa,0.73,0.47,27,0.61
0103,Microberlinia brazzavillensis,Leguminosae,Gabon,Africa,0.85,0.53,28,0.69
0372,Microberlinia brazzavillensis,Leguminosae,Gabon,Africa,0.7,0.41,31,0.58
1136,Microberlinia brazzavillensis,Leguminosae,Gabon,Africa,0.89,0.52,35,0.7
0768,Micropholis guyanensis,Sapotaceae,French Guiana,South-America,0.86,0.44,33,0.7
0198G,Micropholis guyanensis,Sapotaceae,French Guiana,South-America,0.97,0.52,27,0.8
0362G,Micropholis guyanensis,Sapotaceae,French Guiana,South-America,0.77,0.49,32,0.62
1213G,Micropholis guyanensis,Sapotaceae,French Guiana,South-America,0.72,0.46,31,0.59
1499,Micropholis melinoniana,Sapotaceae,French Guiana,South-America,0.67,0.46,28,0.55
1529,Micropholis melinoniana,Sapotaceae,French Guiana,South-America,0.68,0.42,32,0.56
1581,Micropholis melinoniana,Sapotaceae,French Guiana,South-America,0.6,0.33,34,0.5
0009G,Micropholis melinoniana,Sapotaceae,French Guiana,South-America,0.68,0.43,28,0.57
0258G,Micropholis sp,Sapotaceae,French Guiana,South-America,0.86,0.54,31,0.69
3224,Micropholis venulosa,Sapotaceae,French Guiana,South-America,0.71,0.49,27,0.59
0719,Milicia excelsa,Moraceae,Benin,Africa,0.71,0.34,27,0.6
0713,Milicia excelsa,Moraceae,Cameroon,Africa,0.71,0.48,19,0.61
0833,Milicia excelsa,Moraceae,Cameroon,Africa,0.63,0.42,20,0.54
1025,Milicia excelsa,Moraceae,Cameroon,Africa,0.56,0.38,23,0.48
0942,Milicia excelsa,Moraceae,Central African Republic,Africa,0.69,0.43,21,0.59
0302,Milicia excelsa,Moraceae,Congo,Africa,0.67,0.4,24,0.57
0304,Milicia excelsa,Moraceae,Congo,Africa,0.69,0.4,24,0.59
0305,Milicia excelsa,Moraceae,Congo,Africa,0.66,0.4,23,0.56
0013,Milicia excelsa,Moraceae,Cote d'Ivoire,Africa,0.69,0.42,24,0.59
0560,Milicia excelsa,Moraceae,Cote d'Ivoire,Africa,0.55,0.31,27,0.47
0704,Milicia excelsa,Moraceae,Cote d'Ivoire,Africa,0.74,0.48,20,0.64
0913,Milicia excelsa,Moraceae,Cote d'Ivoire,Africa,0.55,0.23,34,0.47
1084,Milicia excelsa,Moraceae,Cote d'Ivoire,Africa,0.63,0.45,21,0.54
2197,Milicia excelsa,Moraceae,Cote d'Ivoire,Africa,0.64,0.48,19,0.55
1006,Milicia excelsa,Moraceae,Gabon,Africa,0.62,0.37,24,0.53
0006,Milicia regia,Moraceae,Guinea,Africa,0.71,0.44,20,0.61
0692,Milicia regia,Moraceae,Senegal,Africa,0.64,0.45,20,0.55
0939,Milicia regia,Moraceae,Senegal,Africa,0.61,0.41,21,0.52
0943,Milicia regia,Moraceae,Senegal,Africa,0.56,0.36,20,0.49
1087,Milicia sp,Moraceae,Cote d'Ivoire,Africa,0.57,0.27,36,0.48
0499,Millettia laurentii,Leguminosae,Cameroon,Africa,0.87,0.6,27,0.71
