"Species"	"Country"	"Code"	"D12"	"R"	"S"
"Dacryodes buettneri H.J.Lam"	"Gabon"	"1016"	0.61	0.39	32
"Dacryodes buettneri H.J.Lam"	"Gabon"	"1024"	0.58	0.36	34
"Dacryodes buettneri H.J.Lam"	"Gabon"	"1086"	0.51	0.29	
"Dacryodes buettneri H.J.Lam"	"Gabon"	"1088"	0.55	0.27	40
"Dacryodes buettneri H.J.Lam"	"Gabon"	"1092"	0.57	0.26	
"Dacryodes buettneri H.J.Lam"	"Gabon"	"1194"	0.60	0.38	32
"Dacryodes buettneri H.J.Lam"	"Gabon"	"1201"	0.55	0.53	19
"Dacryodes excelsa Vahl"	"Guadeloupe"	"0127"	0.63	0.45	28
"Dacryodes excelsa Vahl"	"Guadeloupe"	"0193"	0.56	0.41	28
"Dacryodes excelsa Vahl"	"Guadeloupe"	"1457"	0.63	0.44	29
"Dacryodes excelsa Vahl"	"Guadeloupe"	"1655"	0.61	0.47	29
"Dacryodes excelsa Vahl"	"Guadeloupe"	"1667"	0.60	0.38	32
"Dacryodes excelsa Vahl"	"Guadeloupe"	"1671"	0.66	0.46	30
"Dacryodes excelsa Vahl"	"Guadeloupe"	"3036"	0.64	0.44	27
"Dacryodes excelsa Vahl"	"Martinique"	"3071"	0.59	0.42	28
"Dacryodes excelsa Vahl"	"Martinique"	"3079"	0.55	0.43	28
"Dacryodes excelsa Vahl"	"Martinique"	"3111"	0.56	0.42	28
"Dacryodes heterotricha H.J.Lam"	"Gabon"	"0044"	0.64	0.43	24
"Dacryodes heterotricha H.J.Lam"	"Rép. Congo"	"1110"	0.76	0.49	28
"Dacryodes heterotricha H.J.Lam"	"Rép. Congo"	"1113"	0.61	0.36	31
"Dacryodes heterotricha H.J.Lam"	"Rép. Congo"	"1125"	0.69	0.29	
"Dacryodes heterotricha H.J.Lam"	"Rép. Congo"	"1126"	0.70	0.29	
"Dacryodes heterotricha H.J.Lam"	"Rép. Congo"	"1128"	0.71	0.39	31
"Dacryodes heterotricha H.J.Lam"	"Rép. Congo"	"1129"	0.75	0.50	25
"Dacryodes igaganga Aubrev. et Pellegr."	"Gabon"	"0505"	0.58	0.34	38
"Dacryodes igaganga Aubrev. et Pellegr."	"Gabon"	"0632"	0.61	0.38	30
"Dacryodes igaganga Aubrev. et Pellegr."	"Gabon"	"1037"	0.59	0.23	
"Dacryodes igaganga Aubrev. et Pellegr."	"Gabon"	"1114"	0.62	0.32	30
"Dacryodes igaganga Aubrev. et Pellegr."	"Gabon"	"1130"	0.66	0.46	29
"Dacryodes igaganga Aubrev. et Pellegr."	"Gabon"	"1133"	0.62	0.46	28
"Dacryodes igaganga Aubrev. et Pellegr."	"Gabon"	"1134"	0.59	0.56	22
"Dacryodes igaganga Aubrev. et Pellegr."	"Gabon"	"1135"	0.60	0.50	23
"Dacryodes klaineana H.J.Lam"	"Côte d'Ivoire"	"0262"	0.66	0.42	31
"Dacryodes klaineana H.J.Lam"	"Côte d'Ivoire"	"0457"	0.82	0.38	41
"Dacryodes klaineana H.J.Lam"	"Côte d'Ivoire"	"0890"	0.94	0.49	32
"Dacryodes macrophylla H.J.Lam"	"Gabon"	"1665"	0.63	0.45	26
"Dacryodes normandii Aubrev. et Pellegr."	"Gabon"	"0954"	0.62	0.33	36
"Dacryodes normandii Aubrev. et Pellegr."	"Gabon"	"1462"	0.60	0.50	25
"Dacryodes normandii Aubrev. et Pellegr."	"Gabon"	"1513"	0.56	0.45	26
"Dacryodes normandii Aubrev. et Pellegr."	"Gabon"	"1549"	0.59	0.49	27
"Dacryodes normandii Aubrev. et Pellegr."	"Gabon"	"1568"	0.56	0.42	25
"Dacryodes normandii Aubrev. et Pellegr."	"Gabon"	"1575"	0.65	0.46	29
"Dacryodes normandii Aubrev. et Pellegr."	"Gabon"	"1604"	0.57	0.44	29
"Dacryodes normandii Aubrev. et Pellegr."	"Gabon"	"1646"	0.55	0.49	24
"Dacryodes pubescens H.J.Lam"	"Rép. Congo"	"0463"	0.66	0.42	31
"Dacryodes pubescens H.J.Lam"	"Rép. Congo"	"1127"	0.67	0.45	22
"Dacryodes pubescens H.J.Lam"	"Rép. Congo"	"1131"	0.64	0.50	21
"Dacryodes pubescens H.J.Lam"	"Rép. Congo"	"1132"	0.68	0.48	29
"Dacryodes sp"	"Rép. Congo"	"0836"	0.67	0.32	
"Dalbergia baronii Bak."	"Madagascar"	"1070"	0.79	0.52	22
"Dalbergia melanoxylon Guill. et Perr."	"Sénégal"	"1630"	1.25	0.46	20
"Dalbergia melanoxylon Guill. et Perr."	"Tanzanie"	"1356A"	1.33	0.26	29
"Dalbergia monticola Bosser et Rabev."	"Madagascar"	"0120"	0.90	0.57	23
"Dalbergia monticola Bosser et Rabev."	"Madagascar"	"0320"	0.84	0.38	30
"Dalbergia sp"	"Madagascar"	"0118"	1.09	0.45	18
"Dalbergia sp"	"Madagascar"	"1409"	1.01	0.31	28
"Dalbergia sp"	"Madagascar"	"1433"	0.98	0.52	17
"Dalbergia sp"	"Madagascar"	"1456"	1.16	0.64	
"Dalbergia spruceana Benth."	"Brésil"	"0201V"	1.04	0.54	21
"Daniellia klainei Pierre"	"Gabon"	"0109"	0.50	0.48	25
"Daniellia klainei Pierre"	"Rép. Congo"	"0487"	0.49	0.27	38
"Daniellia ogea Rolfe"	"Sénégal"	"0616"	0.48	0.37	28
"Daniellia oliveri Hutch. et Dalz"	"Sénégal"	"0613"	0.59	0.26	36
"Daniellia oliveri Hutch. et Dalz"	"Sénégal"	"0615"	0.59	0.29	29
"Daniellia oliveri Hutch. et Dalz"	"Côte d'Ivoire"	"0672"	0.61	0.40	21
"Daniellia oliveri Hutch. et Dalz"	"Sénégal"	"0711"	0.59	0.26	33
"Daniellia oliveri Hutch. et Dalz"	"Côte d'Ivoire"	"0726"	0.50	0.22	38
"Daniellia oliveri Hutch. et Dalz"	"Sénégal"	"1103"	0.62	0.29	35
"Daniellia oliveri Hutch. et Dalz"	"Sénégal"	"1108"	0.69	0.39	32
"Daniellia oliveri Hutch. et Dalz"	"Sénégal"	"1112"	0.61	0.31	29
"Daniellia oliveri Hutch. et Dalz"	"Mali"	"2058"	0.51	0.33	30
"Daniellia oliveri Hutch. et Dalz"	"Mali"	"2065"	0.59	0.33	28
"Daniellia soyauxii Rolfe"	"Gabon"	"0853"	0.57	0.40	25
"Daniellia sp"	"Guinée"	"0007"	0.56	0.36	29
"Daniellia sp"	"Cameroun"	"0162"	0.55	0.50	31
"Daniellia sp"	"Gabon"	"0357"	0.50	0.55	27
"Daniellia thurifera Benn."	"Côte d'Ivoire"	"0888"	0.61	0.34	35
"Daniellia thurifera Benn."	"Guinée"	"1702"	0.50	0.39	31
"Daniellia thurifera Benn."	"Côte d'Ivoire"	"2121"	0.45	0.52	26
"Daniellia thurifera Benn."	"Côte d'Ivoire"	"2130"	0.44	0.34	31
"Daniellia thurifera Benn."	"Côte d'Ivoire"	"2157"	0.53	0.49	28
"Daniellia thurifera Benn."	"Côte d'Ivoire"	"2160"	0.53	0.42	28
"Dendrobangia boliviana Rusby"	"Guyane francaise"	"2213"	0.81	0.59	27
"Dendrobangia boliviana Rusby"	"Guyane francaise"	"2251"	0.81	0.59	28
"Dendrobangia boliviana Rusby"	"Guyane francaise"	"2253"	0.78	0.57	28
"Desbordesia glaucescens Van Tiegh."	"Gabon"	"0069"	1.11	0.62	18
"Desbordesia glaucescens Van Tiegh."	"Gabon"	"1212"	1.06	0.72	24
"Desbordesia glaucescens Van Tiegh."	"Gabon"	"1268"	1.06	0.51	33
"Desbordesia glaucescens Van Tiegh."	"Gabon"	"1284"	0.97	0.46	39
"Desbordesia glaucescens Van Tiegh."	"Cameroun"	"2186"	1.03	0.62	25
"Detarium macrocarpum Harms"	"Gabon"	"2028"	0.62	0.36	23
"Detarium macrocarpum Harms"	"Gabon"	"2036"	0.67	0.35	24
"Detarium macrocarpum Harms"	"Gabon"	"2043"	0.65	0.40	24
"Detarium macrocarpum Harms"	"Gabon"	"2170"	0.64	0.39	23
"Detarium macrocarpum Harms"	"Gabon"	"2175"	0.76	0.45	25
"Detarium macrocarpum Harms"	"Gabon"	"2176"	0.64	0.34	23
"Detarium macrocarpum Harms"	"Gabon"	"2179"	0.66	0.35	24
"Detarium senegalense Gmel."	"Mali"	"0298"	0.74	0.45	26
"Dialium aubrevillei Pellegr."	"Gabon"	"1029"	0.79	0.31	37
"Dialium bipindense Harms"	"Gabon"	"0077"	1.08	0.64	18
"Dialium cochinchinense Pierre"	"Vietnam"	"0528"	1.09	0.60	23
"Dialium dinklagei Harms"	"Côte d'Ivoire"	"0460"	0.94	0.51	24
"Dialium dinklagei Harms"	"Gabon"	"0889"	0.93	0.46	31
"Dialium indum L."	"Malaisie péninsulaire"	"3195C"	1.00	0.65	24
"Dialium pachyphyllum Harms"	"Gabon"	"1021"	1.06	0.60	23
"Dialium pachyphyllum Harms"	"Gabon"	"1032"	1.00	0.62	23
"Dialium sp"	"Gabon"	"1658"	0.79	0.43	27
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0016"	0.83	0.57	26
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0269"	0.74	0.56	26
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0707"	0.77	0.48	28
"Dicorynia guianensis Amsh."	"Guyane francaise"	"1053"	0.74	0.34	36
"Dicorynia guianensis Amsh."	"Guyane francaise"	"1160"	0.79	0.38	34
"Dicorynia guianensis Amsh."	"Guyane francaise"	"1566"	0.72	0.51	29
"Dicorynia guianensis Amsh."	"Guyane francaise"	"1572"	0.74	0.53	29
"Dicorynia guianensis Amsh."	"Guyane francaise"	"1573"	0.78	0.53	28
"Dicorynia guianensis Amsh."	"Guyane francaise"	"2576"	0.76	0.54	25
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0007G"	0.74	0.50	29
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0022G"	0.76	0.45	30
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0023G"	0.84	0.51	28
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0175G"	0.81	0.49	27
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0179G"	0.87	0.51	28
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0179Z"	0.86	0.47	29
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0180G"	0.85	0.46	31
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0180Z"	0.85	0.47	30
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0181G"	0.81	0.50	28
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0181Z"	0.82	0.53	27
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0182G"	0.81	0.46	29
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0182Z"	0.81	0.50	27
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0183G"	0.88	0.51	29
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0183Z"	0.89	0.53	29
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0184G"	0.72	0.44	29
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0184Z"	0.73	0.48	27
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0185G"	0.82	0.42	32
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0185Z"	0.81	0.40	33
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0186G"	0.78	0.52	27
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0186Z"	0.86	0.49	28
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0187G"	0.75	0.41	30
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0187Z"	0.75	0.45	26
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0188G"	0.84	0.51	28
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0189G"	0.76	0.44	26
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0189Z"	0.76	0.45	26
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0190G"	0.76	0.41	27
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0190Z"	0.80	0.47	25
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0191G"	0.74	0.40	28
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0191Z"	0.72	0.39	29
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0192G"	0.82	0.52	29
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0192Z"	0.78	0.51	28
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0193G"	0.83	0.49	28
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0193Z"	0.82	0.50	26
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0194G"	0.80	0.46	29
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0194Z"	0.75	0.45	29
"Dicorynia guianensis Amsh."	"Guyane francaise"	"0314G"	0.84	0.44	34
"Didelotia brevipaniculata J.Leon."	"Cameroun"	"0738"	0.68	0.33	39
"Didelotia idae Oldeman de Wit et Leon."	"Côte d'Ivoire"	"2337"	0.68	0.45	28
"Didelotia idae Oldeman de Wit et Leon."	"Côte d'Ivoire"	"2341"	0.62	0.46	29
"Didelotia idae Oldeman de Wit et Leon."	"Côte d'Ivoire"	"2344"	0.57	0.41	28
"Didelotia letouzeyi Pellegr."	"Cameroun"	"0670"	0.60	0.31	
"Didelotia letouzeyi Pellegr."	"Cameroun"	"0682"	0.59	0.34	33
"Didelotia letouzeyi Pellegr."	"Gabon"	"1480"	0.69	0.50	32
"Didelotia letouzeyi Pellegr."	"Gabon"	"1598"	0.69	0.54	25
"Didelotia letouzeyi Pellegr."	"Gabon"	"1624"	0.68	0.46	29
"Dilobeia tenuinervis Bosser et Rabevohitra"	"Madagascar"	"1225"	0.94	0.78	24
"Dilobeia thouarsii Roem. et Schult."	"Madagascar"	"0324"	1.01	0.43	
"Dilobeia thouarsii Roem. et Schult."	"Madagascar"	"0364"	1.03	0.58	37
"Dilobeia thouarsii Roem. et Schult."	"Madagascar"	"1489"	1.00	0.53	36
"Dilobeia thouarsii Roem. et Schult."	"Madagascar"	"1494"	0.98	0.45	37
"Dilobeia thouarsii Roem. et Schult."	"Madagascar"	"1503"	1.07	0.61	31
"Dimorphandra polyandra R.Ben."	"Guyane francaise"	"1623"	0.75	0.46	25
"Dimorphandra polyandra R.Ben."	"Guyane francaise"	"1626"	0.70	0.57	19
"Dimorphandra polyandra R.Ben."	"Guyane francaise"	"1661"	0.70	0.40	32
"Dimorphandra polyandra R.Ben."	"Guyane francaise"	"2233"	0.71	0.53	26
"Dimorphandra polyandra R.Ben."	"Guyane francaise"	"2235"	0.71	0.52	26
"Dimorphandra polyandra R.Ben."	"Guyane francaise"	"2241"	0.71	0.56	28
"Dimorphandra polyandra R.Ben."	"Guyane francaise"	"0077G"	0.71	0.43	30
"Dinizia excelsa Ducke"	"Brésil"	"0196V"	1.11	0.58	22
"Dinizia excelsa Ducke"	"Brésil"	"0233V"	1.03	0.61	23
"Diogoa zenkeri Exell et Mendonca"	"Rép. Congo"	"1384"	0.81	0.49	29
"Diogoa zenkeri Exell et Mendonca"	"Rép. Congo"	"1391"	0.84	0.35	
"Diospyros mespiliformis Hochst."	"Mali"	"2066"	0.93	0.58	25
"Diospyros mespiliformis Hochst."	"Mali"	"2071"	0.84	0.54	29
"Diospyros mespiliformis Hochst."	"Mali"	"2080"	0.79	0.48	29
"Diospyros mespiliformis Hochst."	"Mali"	"2087"	0.80	0.55	29
"Diospyros mespiliformis Hochst."	"Mali"	"2088"	0.85	0.53	28
"Diospyros revoluta Poir."	"Guadeloupe"	"0169"	0.68	0.46	28
"Diospyros sanza-minika A.Chev."	"Côte d'Ivoire"	"0245"	0.93	0.51	32
"Diospyros sanza-minika A.Chev."	"Côte d'Ivoire"	"0441"	0.78	0.44	30
"Diplotropis purpurea Amsh."	"Guyane francaise"	"0060"	0.87	0.51	19
"Diplotropis purpurea Amsh."	"Guyane francaise"	"0657"	0.96	0.35	37
"Diplotropis purpurea Amsh."	"Guyane francaise"	"1886"	0.98	0.60	23
"Diplotropis purpurea Amsh."	"Guyane francaise"	"1888"	0.89	0.59	21
"Diplotropis purpurea Amsh."	"Guyane francaise"	"1891"	0.85	0.59	24
"Diplotropis purpurea Amsh."	"Brésil Amazonie"	"1967"	0.94	0.59	19
"Diplotropis purpurea Amsh."	"Guyane francaise"	"0041G"	0.81	0.53	27
"Diplotropis purpurea Amsh."	"Guyane francaise"	"0063G"	0.96	0.51	22
"Diplotropis purpurea Amsh."	"Guyane francaise"	"0271G"	0.88	0.50	26
"Diplotropis purpurea Amsh."	"Guyane francaise"	"0368G"	1.00	0.58	22
"Diplotropis purpurea Amsh. var.leptophylla Amsh."	"Guyane francaise"	"2516"	0.90	0.51	19
"Dipterocarpus alatus Roxb."	"Cambodge"	"0090"	0.79	0.48	26
"Dipterocarpus costatus Gaertn.f."	"Cambodge"	"0988"	0.85	0.43	35
"Dipterocarpus costatus Gaertn.f."	"Cambodge"	"1055"	0.91		
"Dipterocarpus costatus Gaertn.f."	"Cambodge"	"1099"	0.76	0.33	
"Dipterocarpus grandiflorus Bl."	"Philippines"	"1775"	0.71	0.46	36
"Dipterocarpus obtusifolius Teysm."	"Vietnam"	"0511"	0.79	0.46	35
"Dipterocarpus obtusifolius Teysm."	"Cambodge"	"0512"	0.73	0.33	28
"Dipterocarpus sp"	"Cambodge"	"0015"	0.82	0.45	28
"Dipterocarpus sp"	"Philippines"	"2205"	0.67	0.51	28
"Dipterocarpus sp"	"Philippines"	"2286"	0.71	0.51	30
"Dipteryx odorata Willd."	"Guyane francaise"	"0237"	1.11	0.42	23
"Dipteryx odorata Willd."	"Guyane francaise"	"2582"	1.03	0.69	21
"Dipteryx odorata Willd."	"Brésil"	"2905"	0.99	0.62	21
"Dipteryx odorata Willd."	"Brésil"	"3019"	1.01	0.63	19
"Dipteryx odorata Willd."	"Brésil"	"0031V"	1.07	0.67	23
"Dipteryx odorata Willd."	"Brésil"	"0051V"	1.07	0.65	24
"Dipteryx odorata Willd."	"Brésil"	"0078V"	1.08	0.67	23
"Dipteryx odorata Willd."	"Brésil"	"0109V"	1.11	0.55	21
"Dipteryx odorata Willd."	"Guyane francaise"	"1191G"	1.18	0.63	22
"Dipteryx polyphylla Huber"	"Brésil"	"3064"	1.09	0.69	19
"Dipteryx polyphylla Huber"	"Brésil"	"0062V"	0.98	0.58	21
"Dipteryx polyphylla Huber"	"Brésil"	"0074V"	1.09	0.69	22
"Dipteryx polyphylla Huber"	"Brésil"	"0092V"	1.06	0.63	22
"Dipteryx polyphylla Huber"	"Brésil"	"0110V"	1.02	0.56	21
"Dipteryx punctata Amsh."	"Guyane francaise"	"0090G"	1.14	0.64	25
"Dipteryx punctata Amsh."	"Guyane francaise"	"0154G"	1.02	0.64	24
"Dipteryx punctata Amsh."	"Guyane francaise"	"0353G"	1.14	0.67	25
"Discoglypremna caloneura Prain"	"Côte d'Ivoire"	"0433"	0.42	0.39	28
"Discoglypremna caloneura Prain"	"Gabon"	"1739"	0.40	0.25	30
"Discoglypremna caloneura Prain"	"Gabon"	"1743"	0.39	0.31	27
"Discoglypremna caloneura Prain"	"Gabon"	"1747"	0.38	0.33	27
"Discoglypremna caloneura Prain"	"Gabon"	"1751"	0.39	0.35	27
"Discoglypremna caloneura Prain"	"Gabon"	"1755"	0.41	0.29	32
"Distemonanthus benthamianus Baill."	"Gabon"	"0035"	0.72	0.42	24
"Distemonanthus benthamianus Baill."	"Gabon"	"0222"	0.69	0.45	21
"Distemonanthus benthamianus Baill."	"Gabon"	"0369"	0.85	0.64	27
"Distemonanthus benthamianus Baill."	"Côte d'Ivoire"	"0379"	0.74	0.48	24
"Distemonanthus benthamianus Baill."	"Côte d'Ivoire"	"0783"	0.67	0.44	24
"Distemonanthus benthamianus Baill."	"Cameroun"	"1928"	0.75	0.50	25
"Distemonanthus benthamianus Baill."	"Côte d'Ivoire"	"2114"	0.76	0.45	21
"Distemonanthus benthamianus Baill."	"Cameroun"	"2192"	0.67	0.40	21
"Dryobalanops sp"	"Indonésie"	"2232"	0.53	0.46	25
"Dryobalanops sumatrensis (Gmel.) Kosterm."	"Malaisie n.p."	"2077"	0.79	0.56	28
"Dryobalanops sumatrensis (Gmel.) Kosterm."	"Malaisie n.p."	"2193"	0.77	0.55	26
"Dryobalanops sumatrensis (Gmel.) Kosterm."	"Malaisie n.p."	"2077A"	0.66	0.49	26
"Drypetes gossweileri Moore"	"Rép. Congo"	"0489"	0.80	0.51	29
"Drypetes gossweileri Moore"	"Rép. Congo"	"0496"	0.77	0.50	28
"Drypetes variabilis Vitt."	"Guyane francaise"	"2216"	0.96	0.63	27
"Drypetes variabilis Vitt."	"Guyane francaise"	"2256"	0.88	0.61	27
"Drypetes variabilis Vitt."	"Guyane francaise"	"2277"	0.95	0.62	26
"Duabanga moluccana Bl."	"Indonésie"	"2524"	0.50	0.36	28
"Duabanga moluccana Bl."	"Indonésie"	"2530"	0.50	0.42	26
"Dysoxylum loureiri Pierre"	"Vietnam"	"0135"	0.82	0.51	25
"Dysoxylum macranthum C.DC."	"Nouvelle Calédonie"	"0250"	0.92	0.51	27
"Dysoxylum rufescens Vieil."	"Nouvelle Calédonie"	"0565"	0.89	0.58	26
"Dysoxylum rufescens Vieil."	"Nouvelle Calédonie"	"1752"	0.89	0.57	27
"Dysoxylum rufescens Vieil."	"Nouvelle Calédonie"	"2850"	0.95	0.57	30
"Dysoxylum sp"	"Nouvelle Calédonie"	"0820"	0.64	0.56	19
"Dysoxylum sp"	"Nouvelle Calédonie"	"2819"	0.99	0.61	28
"Dysoxylum translucidum Hook."	"Vietnam"	"0131"	0.61	0.43	25
"Elaeocarpus angustifolius Bl."	"Nouvelle Calédonie"	"0812"	0.49	0.39	29
"Elaeocarpus angustifolius Bl."	"Nouvelle Calédonie"	"1803"	0.55	0.39	30
"Elaeocarpus angustifolius Bl."	"Nouvelle Calédonie"	"1864"	0.49	0.35	29
"Elaeocarpus angustifolius Bl."	"Nouvelle Calédonie"	"2138"	0.50	0.39	27
"Elaeocarpus angustifolius Bl."	"Nouvelle Calédonie"	"2153"	0.49	0.37	26
"Elaeocarpus angustifolius Bl."	"Nouvelle Calédonie"	"2156"	0.51	0.37	27
"Elaeocarpus angustifolius Bl."	"Nouvelle Calédonie"	"2754"	0.50	0.38	30
"Elaeocarpus angustifolius Bl."	"Nouvelle Calédonie"	"2760"	0.49	0.35	28
"Elaeocarpus comptoni Bak.f. var.thyensis Guillaum."	"Nouvelle Calédonie"	"0815"	0.75	0.32	33
"Elaeocarpus comptoni Bak.f. var.thyensis Guillaum."	"Nouvelle Calédonie"	"2230"	0.75	0.47	25
"Elaeocarpus speciosus Brong. et Gris."	"Nouvelle Calédonie"	"0566"	0.78	0.40	30
"Elaeodendron sp"	"Comores"	"0331"	0.89	0.56	30
"Elaeodendron sp"	"Madagascar"	"1521"	0.85	0.62	30
"Elaeodendron sp"	"Madagascar"	"1527"	0.88	0.60	31
"Enantia chlorantha Oliv."	"Cameroun"	"0138"	0.50	0.44	22
"Enantia chlorantha Oliv."	"Cameroun"	"0637"	0.54	0.34	28
"Enantia chlorantha Oliv."	"Cameroun"	"0874"	0.58	0.29	32
"Endlicheria sp"	"Brésil"	"0199V"	0.63	0.46	27
"Endodesmia calophylloides Benth."	"Cameroun"	"0276"	0.73	0.49	29
"Endodesmia calophylloides Benth."	"Gabon"	"1031"	0.85	0.49	35
"Engelhardtia roxburghiana Wall."	"Vietnam"	"0256"	0.68	0.34	35
"Entandrophragma angolense C.DC."	"Côte d'Ivoire"	"0026"	0.54	0.33	36
"Entandrophragma angolense C.DC."	"Côte d'Ivoire"	"0085"	0.64	0.38	26
"Entandrophragma angolense C.DC."	"Rép. Congo"	"0462"	0.53	0.35	30
"Entandrophragma angolense C.DC."	"Côte d'Ivoire"	"0510"	0.55	0.33	36
"Entandrophragma angolense C.DC."	"Rép. Congo"	"0787"	0.54	0.37	29
"Entandrophragma angolense C.DC."	"RCA"	"0935"	0.59	0.29	
"Entandrophragma angolense C.DC."	"Côte d'Ivoire"	"1146"	0.55	0.27	
"Entandrophragma angolense C.DC."	"Rép. Congo"	"1916"	0.51	0.40	30
"Entandrophragma angolense C.DC."	"Côte d'Ivoire"	"2249"	0.64	0.46	27
"Entandrophragma candollei Harms"	"Côte d'Ivoire"	"0030"	0.78	0.34	35
"Entandrophragma candollei Harms"	"Côte d'Ivoire"	"0075"	0.70	0.38	31
"Entandrophragma candollei Harms"	"Côte d'Ivoire"	"0941"	0.60	0.30	34
"Entandrophragma candollei Harms"	"Cameroun"	"2245"	0.68	0.47	27
"Entandrophragma congoense A.Chev."	"Rép. Congo"	"1930"	0.51	0.45	27
"Entandrophragma cylindricum Sprague"	"Cameroun"	"0028"	0.72	0.32	33
"Entandrophragma cylindricum Sprague"	"Cameroun"	"0029"	0.72	0.35	30
"Entandrophragma cylindricum Sprague"	"Côte d'Ivoire"	"0088"	0.61	0.35	25
"Entandrophragma cylindricum Sprague"	"Cameroun"	"0113"	0.69	0.34	33
"Entandrophragma cylindricum Sprague"	"RCA"	"0301"	0.69	0.37	30
"Entandrophragma cylindricum Sprague"	"RCA"	"0303"	0.70	0.37	29
"Entandrophragma cylindricum Sprague"	"RCA"	"0938"	0.68	0.40	30
"Entandrophragma cylindricum Sprague"	"Côte d'Ivoire"	"1080"	0.69	0.43	29
"Entandrophragma cylindricum Sprague"	"Côte d'Ivoire"	"1970"	0.77	0.49	28
"Entandrophragma cylindricum Sprague"	"RCA"	"1980"	0.74	0.45	30
"Entandrophragma cylindricum Sprague"	"Côte d'Ivoire"	"1985"	0.59	0.39	26
"Entandrophragma cylindricum Sprague"	"Côte d'Ivoire"	"2004"	0.68	0.44	24
"Entandrophragma cylindricum Sprague"	"Cameroun"	"2009"	0.72	0.35	32
"Entandrophragma cylindricum Sprague"	"Cameroun"	"2010"	0.71	0.41	32
"Entandrophragma cylindricum Sprague"	"RCA"	"2021"	0.73	0.49	30
"Entandrophragma cylindricum Sprague"	"RCA"	"2060"	0.64	0.44	27
"Entandrophragma cylindricum Sprague"	"RCA"	"2061"	0.65	0.42	27
"Entandrophragma cylindricum Sprague"	"Côte d'Ivoire"	"2072"	0.66	0.41	25
"Entandrophragma cylindricum Sprague"	"RCA"	"2158"	0.70	0.45	26
"Entandrophragma cylindricum Sprague"	"RCA"	"2259"	0.73	0.49	28
"Entandrophragma excelsum Sprague"	"Burundi"	"2993"	0.51	0.42	30
"Entandrophragma excelsum Sprague"	"Burundi"	"3000"	0.50	0.41	30
"Entandrophragma excelsum Sprague"	"Burundi"	"2986P"	0.48	0.43	26
"Entandrophragma utile Sprague"	"Cameroun"	"0027"	0.67	0.31	39
"Entandrophragma utile Sprague"	"Côte d'Ivoire"	"0031"	0.55	0.31	34
"Entandrophragma utile Sprague"	"Côte d'Ivoire"	"0114"	0.59	0.34	30
"Entandrophragma utile Sprague"	"RCA"	"0945"	0.65	0.42	30
"Entandrophragma utile Sprague"	"Côte d'Ivoire"	"0956"	0.60	0.37	26
"Entandrophragma utile Sprague"	"Cameroun"	"1048"	0.60	0.45	25
"Entandrophragma utile Sprague"	"Côte d'Ivoire"	"1089"	0.61	0.40	23
"Entandrophragma utile Sprague"	"Rép. Congo"	"1242"	0.64	0.34	36
"Entandrophragma utile Sprague"	"Côte d'Ivoire"	"1740"	0.64	0.38	29
"Enterolobium contortisiliquum Morong"	"Paraguay"	"2830"	0.49	0.33	25
"Enterolobium contortisiliquum Morong"	"Brésil Amazonie"	"2646C"	0.48	0.34	20
"Enterolobium contortisiliquum Morong"	"Paraguay"	"2886C"	0.51	0.30	27
"Enterolobium oldemannii Barneby et Grimes"	"Guyane francaise"	"1651"	0.93	0.60	27
